geometry
LINESTRING (144.964501 -37.807388, 144.964416 -37.8072)
LINESTRING (144.964416 -37.8072, 144.964437 -37.807153)
LINESTRING (144.972838 -37.811053, 144.972692 -37.810764)
LINESTRING (144.972692 -37.810764, 144.97266 -37.810703)
LINESTRING (144.97266 -37.810703, 144.972646 -37.810669)
LINESTRING (144.972646 -37.810669, 144.972525 -37.8104)
LINESTRING (144.974412 -37.81211, 144.974393 -37.812103)
LINESTRING (144.974393 -37.812103, 144.974293 -37.8121)
LINESTRING (144.974293 -37.8121, 144.974027 -37.812175)
LINESTRING (144.974027 -37.812175, 144.97363 -37.812293)
LINESTRING (144.97363 -37.812293, 144.97361 -37.812298)
LINESTRING (144.97361 -37.812298, 144.973552 -37.812335)
LINESTRING (144.974465 -37.812953, 144.974718 -37.813465)
LINESTRING (144.974337 -37.814976, 144.974484 -37.81493)
LINESTRING (144.974484 -37.81493, 144.974617 -37.815215)
LINESTRING (144.974617 -37.815215, 144.97419 -37.815328)
LINESTRING (144.97419 -37.815328, 144.974251 -37.815301)
LINESTRING (144.974251 -37.815301, 144.974316 -37.815256)
LINESTRING (144.974316 -37.815256, 144.974346 -37.815209)
LINESTRING (144.974346 -37.815209, 144.97437 -37.815162)
LINESTRING (144.97437 -37.815162, 144.97438 -37.815109)
LINESTRING (144.97438 -37.815109, 144.974372 -37.815057)
LINESTRING (144.974372 -37.815057, 144.974337 -37.814976)
LINESTRING (144.95993 -37.80945, 144.959809 -37.809179)
LINESTRING (144.959809 -37.809179, 144.959829 -37.809078)
LINESTRING (144.959829 -37.809078, 144.959761 -37.808929)
LINESTRING (144.959592 -37.808571, 144.959581 -37.808549)
LINESTRING (144.959581 -37.808549, 144.959554 -37.808495)
LINESTRING (144.959761 -37.808929, 144.959592 -37.808571)
LINESTRING (144.973774 -37.81453, 144.973858 -37.814708)
LINESTRING (144.973858 -37.814708, 144.973817 -37.814721)
LINESTRING (144.973817 -37.814721, 144.973792 -37.814742)
LINESTRING (144.973792 -37.814742, 144.973782 -37.814766)
LINESTRING (144.973782 -37.814766, 144.973761 -37.814786)
LINESTRING (144.973761 -37.814786, 144.973723 -37.814811)
LINESTRING (144.973723 -37.814811, 144.973734 -37.814839)
LINESTRING (144.973734 -37.814839, 144.973669 -37.814857)
LINESTRING (144.973669 -37.814857, 144.973556 -37.814617)
LINESTRING (144.973556 -37.814617, 144.973546 -37.814597)
LINESTRING (144.973546 -37.814597, 144.973774 -37.81453)
LINESTRING (144.974219 -37.813096, 144.974165 -37.813111)
LINESTRING (144.974165 -37.813111, 144.974133 -37.81312)
LINESTRING (144.974133 -37.81312, 144.974196 -37.813261)
LINESTRING (144.974196 -37.813261, 144.974257 -37.813399)
LINESTRING (144.974257 -37.813399, 144.974293 -37.813389)
LINESTRING (144.974293 -37.813389, 144.974344 -37.813375)
LINESTRING (144.974344 -37.813375, 144.974283 -37.813239)
LINESTRING (144.974283 -37.813239, 144.974219 -37.813096)
LINESTRING (144.973329 -37.809782, 144.973407 -37.809867)
LINESTRING (144.973407 -37.809867, 144.973483 -37.80989)
LINESTRING (144.973483 -37.80989, 144.973582 -37.809825)
LINESTRING (144.973582 -37.809825, 144.973572 -37.809762)
LINESTRING (144.973572 -37.809762, 144.973491 -37.809686)
LINESTRING (144.973491 -37.809686, 144.973484 -37.809691)
LINESTRING (144.973484 -37.809691, 144.973428 -37.80973)
LINESTRING (144.973428 -37.80973, 144.97336 -37.809766)
LINESTRING (144.97336 -37.809766, 144.973329 -37.809782)
LINESTRING (144.967887 -37.823089, 144.967893 -37.823077)
LINESTRING (144.967893 -37.823077, 144.967904 -37.823067)
LINESTRING (144.967904 -37.823067, 144.967919 -37.82306)
LINESTRING (144.967919 -37.82306, 144.967936 -37.823058)
LINESTRING (144.967936 -37.823058, 144.967954 -37.82306)
LINESTRING (144.967954 -37.82306, 144.96797 -37.823066)
LINESTRING (144.96797 -37.823066, 144.967982 -37.823076)
LINESTRING (144.967982 -37.823076, 144.967989 -37.823089)
LINESTRING (144.967989 -37.823089, 144.96799 -37.823103)
LINESTRING (144.96799 -37.823103, 144.967986 -37.823116)
LINESTRING (144.967986 -37.823116, 144.967976 -37.823128)
LINESTRING (144.967976 -37.823128, 144.967961 -37.823136)
LINESTRING (144.967961 -37.823136, 144.967945 -37.82314)
LINESTRING (144.967945 -37.82314, 144.967928 -37.82314)
LINESTRING (144.967928 -37.82314, 144.967913 -37.823135)
LINESTRING (144.967913 -37.823135, 144.967899 -37.823127)
LINESTRING (144.967899 -37.823127, 144.96789 -37.823116)
LINESTRING (144.96789 -37.823116, 144.967886 -37.823103)
LINESTRING (144.967886 -37.823103, 144.967887 -37.823089)
LINESTRING (144.975619 -37.808096, 144.975591 -37.80807)
LINESTRING (144.975591 -37.80807, 144.975598 -37.808065)
LINESTRING (144.975598 -37.808065, 144.975723 -37.808079)
LINESTRING (144.975723 -37.808079, 144.975741 -37.808081)
LINESTRING (144.975741 -37.808081, 144.975733 -37.808114)
LINESTRING (144.975733 -37.808114, 144.97572 -37.808171)
LINESTRING (144.97572 -37.808171, 144.975704 -37.808172)
LINESTRING (144.975704 -37.808172, 144.975653 -37.808174)
LINESTRING (144.975653 -37.808174, 144.975652 -37.808165)
LINESTRING (144.975652 -37.808165, 144.975683 -37.808165)
LINESTRING (144.975683 -37.808165, 144.975692 -37.80816)
LINESTRING (144.975692 -37.80816, 144.97569 -37.80814)
LINESTRING (144.97569 -37.80814, 144.975683 -37.808114)
LINESTRING (144.975683 -37.808114, 144.975669 -37.808102)
LINESTRING (144.975669 -37.808102, 144.975641 -37.808094)
LINESTRING (144.975641 -37.808094, 144.975619 -37.808096)
LINESTRING (144.975668 -37.808251, 144.975686 -37.808253)
LINESTRING (144.975686 -37.808253, 144.975699 -37.808253)
LINESTRING (144.975699 -37.808253, 144.975675 -37.808368)
LINESTRING (144.975675 -37.808368, 144.975628 -37.808362)
LINESTRING (144.975628 -37.808362, 144.975538 -37.808351)
LINESTRING (144.975538 -37.808351, 144.97559 -37.808313)
LINESTRING (144.97559 -37.808313, 144.975595 -37.808321)
LINESTRING (144.975595 -37.808321, 144.975607 -37.808325)
LINESTRING (144.975607 -37.808325, 144.975626 -37.808323)
LINESTRING (144.975626 -37.808323, 144.975638 -37.808314)
LINESTRING (144.975638 -37.808314, 144.975656 -37.808292)
LINESTRING (144.975656 -37.808292, 144.975663 -37.80827)
LINESTRING (144.975663 -37.80827, 144.975668 -37.808251)
LINESTRING (144.973543 -37.808019, 144.973473 -37.808015)
LINESTRING (144.973473 -37.808015, 144.973424 -37.80802)
LINESTRING (144.973424 -37.80802, 144.973358 -37.808034)
LINESTRING (144.973358 -37.808034, 144.973327 -37.808047)
LINESTRING (144.973327 -37.808047, 144.973308 -37.808055)
LINESTRING (144.973308 -37.808055, 144.973305 -37.808086)
LINESTRING (144.973305 -37.808086, 144.973328 -37.808087)
LINESTRING (144.973328 -37.808087, 144.973388 -37.808092)
LINESTRING (144.973388 -37.808092, 144.973375 -37.808082)
LINESTRING (144.973375 -37.808082, 144.973372 -37.808074)
LINESTRING (144.973372 -37.808074, 144.973376 -37.808061)
LINESTRING (144.973376 -37.808061, 144.973391 -37.808055)
LINESTRING (144.973391 -37.808055, 144.973455 -37.808057)
LINESTRING (144.973455 -37.808057, 144.973459 -37.808039)
LINESTRING (144.973459 -37.808039, 144.973473 -37.80803)
LINESTRING (144.973473 -37.80803, 144.97354 -37.808036)
LINESTRING (144.97354 -37.808036, 144.973543 -37.808019)
LINESTRING (144.951302 -37.825093, 144.951535 -37.824672)
LINESTRING (144.951235 -37.825207, 144.951302 -37.825093)
LINESTRING (144.953665 -37.82513, 144.953569 -37.825183)
LINESTRING (144.953569 -37.825183, 144.953313 -37.825325)
LINESTRING (144.962349 -37.798884, 144.962285 -37.799239)
LINESTRING (144.962285 -37.799239, 144.962272 -37.79931)
LINESTRING (144.962272 -37.79931, 144.962075 -37.799288)
LINESTRING (144.962075 -37.799288, 144.961993 -37.799279)
LINESTRING (144.964274 -37.797877, 144.963907 -37.797836)
LINESTRING (144.963907 -37.797836, 144.963182 -37.797756)
LINESTRING (144.963182 -37.797756, 144.962723 -37.797708)
LINESTRING (144.962723 -37.797708, 144.962343 -37.797666)
LINESTRING (144.962343 -37.797666, 144.96216 -37.797641)
LINESTRING (144.96216 -37.797641, 144.962078 -37.797632)
LINESTRING (144.962078 -37.797632, 144.962045 -37.79761)
LINESTRING (144.962045 -37.79761, 144.962035 -37.79758)
LINESTRING (144.962035 -37.79758, 144.962059 -37.79744)
LINESTRING (144.96096 -37.796513, 144.960849 -37.796501)
LINESTRING (144.960849 -37.796501, 144.960772 -37.796492)
LINESTRING (144.960772 -37.796492, 144.960764 -37.796541)
LINESTRING (144.960764 -37.796541, 144.960754 -37.796596)
LINESTRING (144.960754 -37.796596, 144.96073 -37.796736)
LINESTRING (144.96073 -37.796736, 144.961165 -37.796783)
LINESTRING (144.961165 -37.796783, 144.961193 -37.796623)
LINESTRING (144.961193 -37.796623, 144.9612 -37.796583)
LINESTRING (144.9612 -37.796583, 144.961207 -37.796539)
LINESTRING (144.961207 -37.796539, 144.961151 -37.796533)
LINESTRING (144.961151 -37.796533, 144.96096 -37.796513)
LINESTRING (144.960655 -37.797958, 144.96063 -37.797955)
LINESTRING (144.96063 -37.797955, 144.960637 -37.797912)
LINESTRING (144.960637 -37.797912, 144.960579 -37.797906)
LINESTRING (144.960579 -37.797906, 144.960518 -37.797899)
LINESTRING (144.960518 -37.797899, 144.960452 -37.797892)
LINESTRING (144.960452 -37.797892, 144.960439 -37.797967)
LINESTRING (144.960439 -37.797967, 144.960334 -37.797955)
LINESTRING (144.960334 -37.797955, 144.960349 -37.79787)
LINESTRING (144.960349 -37.79787, 144.960389 -37.797874)
LINESTRING (144.960389 -37.797874, 144.960413 -37.797739)
LINESTRING (144.960413 -37.797739, 144.960376 -37.797734)
LINESTRING (144.960376 -37.797734, 144.960387 -37.797672)
LINESTRING (144.960387 -37.797672, 144.960403 -37.797674)
LINESTRING (144.960403 -37.797674, 144.960406 -37.797658)
LINESTRING (144.960406 -37.797658, 144.96041 -37.797635)
LINESTRING (144.96041 -37.797635, 144.960393 -37.797633)
LINESTRING (144.960393 -37.797633, 144.960408 -37.797553)
LINESTRING (144.960408 -37.797553, 144.96041 -37.797542)
LINESTRING (144.96041 -37.797542, 144.960412 -37.797529)
LINESTRING (144.960412 -37.797529, 144.960449 -37.797534)
LINESTRING (144.960449 -37.797534, 144.96049 -37.797538)
LINESTRING (144.96049 -37.797538, 144.96049 -37.797534)
LINESTRING (144.96049 -37.797534, 144.960701 -37.797557)
LINESTRING (144.960701 -37.797557, 144.9607 -37.797568)
LINESTRING (144.9607 -37.797568, 144.960697 -37.797579)
LINESTRING (144.960697 -37.797579, 144.960681 -37.797672)
LINESTRING (144.960681 -37.797672, 144.960678 -37.797686)
LINESTRING (144.960678 -37.797686, 144.960675 -37.797706)
LINESTRING (144.960675 -37.797706, 144.960699 -37.797708)
LINESTRING (144.960699 -37.797708, 144.960655 -37.797958)
LINESTRING (144.961636 -37.797997, 144.961604 -37.79801)
LINESTRING (144.961604 -37.79801, 144.961568 -37.798003)
LINESTRING (144.961568 -37.798003, 144.961542 -37.797985)
LINESTRING (144.961542 -37.797985, 144.961529 -37.797958)
LINESTRING (144.961529 -37.797958, 144.96151 -37.797941)
LINESTRING (144.96151 -37.797941, 144.961456 -37.797915)
LINESTRING (144.961456 -37.797915, 144.961407 -37.797899)
LINESTRING (144.961407 -37.797899, 144.961385 -37.797874)
LINESTRING (144.961385 -37.797874, 144.961375 -37.797846)
LINESTRING (144.961375 -37.797846, 144.961394 -37.797818)
LINESTRING (144.961394 -37.797818, 144.961426 -37.797785)
LINESTRING (144.961426 -37.797785, 144.961459 -37.797765)
LINESTRING (144.961459 -37.797765, 144.961508 -37.79773)
LINESTRING (144.961508 -37.79773, 144.961536 -37.797702)
LINESTRING (144.961536 -37.797702, 144.961554 -37.797693)
LINESTRING (144.961554 -37.797693, 144.961615 -37.797695)
LINESTRING (144.961615 -37.797695, 144.961635 -37.797708)
LINESTRING (144.961635 -37.797708, 144.961694 -37.797715)
LINESTRING (144.961694 -37.797715, 144.961707 -37.797726)
LINESTRING (144.961707 -37.797726, 144.961715 -37.797692)
LINESTRING (144.961715 -37.797692, 144.961723 -37.797653)
LINESTRING (144.961723 -37.797653, 144.961735 -37.797595)
LINESTRING (144.961735 -37.797595, 144.96158 -37.797578)
LINESTRING (144.96158 -37.797578, 144.961398 -37.797558)
LINESTRING (144.961398 -37.797558, 144.961348 -37.797552)
LINESTRING (144.961348 -37.797552, 144.961308 -37.797548)
LINESTRING (144.961308 -37.797548, 144.96128 -37.797585)
LINESTRING (144.96128 -37.797585, 144.96126 -37.79761)
LINESTRING (144.96126 -37.79761, 144.961255 -37.797643)
LINESTRING (144.961255 -37.797643, 144.961239 -37.797734)
LINESTRING (144.961239 -37.797734, 144.961208 -37.797731)
LINESTRING (144.961208 -37.797731, 144.961205 -37.797745)
LINESTRING (144.961205 -37.797745, 144.961152 -37.798042)
LINESTRING (144.961152 -37.798042, 144.961228 -37.798051)
LINESTRING (144.961228 -37.798051, 144.961232 -37.798029)
LINESTRING (144.961232 -37.798029, 144.961335 -37.798041)
LINESTRING (144.961335 -37.798041, 144.961378 -37.798045)
LINESTRING (144.961378 -37.798045, 144.961421 -37.79805)
LINESTRING (144.961421 -37.79805, 144.961426 -37.798035)
LINESTRING (144.961426 -37.798035, 144.961483 -37.798042)
LINESTRING (144.961483 -37.798042, 144.961482 -37.798062)
LINESTRING (144.961482 -37.798062, 144.961512 -37.798066)
LINESTRING (144.961512 -37.798066, 144.961596 -37.798075)
LINESTRING (144.961596 -37.798075, 144.961621 -37.798078)
LINESTRING (144.961621 -37.798078, 144.961631 -37.798022)
LINESTRING (144.961631 -37.798022, 144.961636 -37.797997)
LINESTRING (144.960743 -37.797314, 144.960566 -37.797295)
LINESTRING (144.960566 -37.797295, 144.960434 -37.79728)
LINESTRING (144.960434 -37.79728, 144.960432 -37.797287)
LINESTRING (144.960432 -37.797287, 144.960386 -37.797282)
LINESTRING (144.960386 -37.797282, 144.960366 -37.797279)
LINESTRING (144.960366 -37.797279, 144.960341 -37.797276)
LINESTRING (144.960341 -37.797276, 144.960366 -37.797135)
LINESTRING (144.960366 -37.797135, 144.960436 -37.797143)
LINESTRING (144.960436 -37.797143, 144.960767 -37.79718)
LINESTRING (144.960767 -37.79718, 144.960743 -37.797314)
LINESTRING (144.961308 -37.797548, 144.961321 -37.797475)
LINESTRING (144.961321 -37.797475, 144.961329 -37.79743)
LINESTRING (144.961329 -37.79743, 144.961359 -37.797261)
LINESTRING (144.961359 -37.797261, 144.961353 -37.797261)
LINESTRING (144.961353 -37.797261, 144.961333 -37.797258)
LINESTRING (144.961333 -37.797258, 144.96109 -37.797231)
LINESTRING (144.96109 -37.797231, 144.961112 -37.797108)
LINESTRING (144.961112 -37.797108, 144.960774 -37.797071)
LINESTRING (144.960774 -37.797071, 144.960764 -37.797123)
LINESTRING (144.960764 -37.797123, 144.960873 -37.797136)
LINESTRING (144.960873 -37.797136, 144.960869 -37.79716)
LINESTRING (144.960869 -37.79716, 144.960863 -37.797191)
LINESTRING (144.960863 -37.797191, 144.960836 -37.797347)
LINESTRING (144.960836 -37.797347, 144.960819 -37.797439)
LINESTRING (144.960819 -37.797439, 144.960842 -37.797442)
LINESTRING (144.960842 -37.797442, 144.960867 -37.797445)
LINESTRING (144.960867 -37.797445, 144.961137 -37.797475)
LINESTRING (144.961137 -37.797475, 144.961117 -37.797588)
LINESTRING (144.961117 -37.797588, 144.961072 -37.797583)
LINESTRING (144.961072 -37.797583, 144.961065 -37.797622)
LINESTRING (144.961065 -37.797622, 144.961255 -37.797643)
LINESTRING (144.961255 -37.797643, 144.96126 -37.79761)
LINESTRING (144.96126 -37.79761, 144.96128 -37.797585)
LINESTRING (144.96128 -37.797585, 144.961308 -37.797548)
LINESTRING (144.959535 -37.79884, 144.959225 -37.798822)
LINESTRING (144.959225 -37.798822, 144.958922 -37.79873)
LINESTRING (144.960609 -37.799668, 144.96062 -37.799613)
LINESTRING (144.96062 -37.799613, 144.960621 -37.799605)
LINESTRING (144.960621 -37.799605, 144.960642 -37.799455)
LINESTRING (144.960642 -37.799455, 144.960693 -37.799182)
LINESTRING (144.961993 -37.799279, 144.961746 -37.799251)
LINESTRING (144.961746 -37.799251, 144.961451 -37.799221)
LINESTRING (144.961451 -37.799221, 144.961379 -37.799221)
LINESTRING (144.961379 -37.799221, 144.961328 -37.799216)
LINESTRING (144.963151 -37.79903, 144.963128 -37.799159)
LINESTRING (144.963128 -37.799159, 144.963163 -37.799164)
LINESTRING (144.963163 -37.799164, 144.9632 -37.799168)
LINESTRING (144.9632 -37.799168, 144.963238 -37.799172)
LINESTRING (144.963238 -37.799172, 144.963244 -37.799155)
LINESTRING (144.963244 -37.799155, 144.963256 -37.799139)
LINESTRING (144.963256 -37.799139, 144.963271 -37.799126)
LINESTRING (144.963271 -37.799126, 144.963293 -37.799116)
LINESTRING (144.963293 -37.799116, 144.963316 -37.799111)
LINESTRING (144.963316 -37.799111, 144.963344 -37.799111)
LINESTRING (144.963344 -37.799111, 144.963369 -37.799118)
LINESTRING (144.963369 -37.799118, 144.963388 -37.799127)
LINESTRING (144.963388 -37.799127, 144.963403 -37.79914)
LINESTRING (144.963403 -37.79914, 144.963413 -37.799155)
LINESTRING (144.963413 -37.799155, 144.963419 -37.799173)
LINESTRING (144.963419 -37.799173, 144.963419 -37.799192)
LINESTRING (144.963419 -37.799192, 144.963457 -37.799197)
LINESTRING (144.963457 -37.799197, 144.963433 -37.799337)
LINESTRING (144.963433 -37.799337, 144.963471 -37.79934)
LINESTRING (144.963471 -37.79934, 144.963502 -37.799342)
LINESTRING (144.963502 -37.799342, 144.963509 -37.799296)
LINESTRING (144.963509 -37.799296, 144.96352 -37.799223)
LINESTRING (144.96352 -37.799223, 144.963526 -37.799217)
LINESTRING (144.963526 -37.799217, 144.963537 -37.799207)
LINESTRING (144.963537 -37.799207, 144.963548 -37.799197)
LINESTRING (144.963548 -37.799197, 144.96354 -37.799179)
LINESTRING (144.96354 -37.799179, 144.963562 -37.799156)
LINESTRING (144.963562 -37.799156, 144.963553 -37.79915)
LINESTRING (144.963553 -37.79915, 144.963541 -37.799142)
LINESTRING (144.963541 -37.799142, 144.963534 -37.799124)
LINESTRING (144.963534 -37.799124, 144.963519 -37.799112)
LINESTRING (144.963519 -37.799112, 144.963502 -37.799106)
LINESTRING (144.963502 -37.799106, 144.963466 -37.799101)
LINESTRING (144.963466 -37.799101, 144.963427 -37.79909)
LINESTRING (144.963427 -37.79909, 144.96341 -37.799069)
LINESTRING (144.96341 -37.799069, 144.963401 -37.799048)
LINESTRING (144.963401 -37.799048, 144.963398 -37.799023)
LINESTRING (144.963398 -37.799023, 144.963402 -37.799009)
LINESTRING (144.963402 -37.799009, 144.96342 -37.799)
LINESTRING (144.96342 -37.799, 144.963435 -37.798995)
LINESTRING (144.963435 -37.798995, 144.96344 -37.798963)
LINESTRING (144.96344 -37.798963, 144.963436 -37.798944)
LINESTRING (144.963436 -37.798944, 144.963417 -37.798921)
LINESTRING (144.963417 -37.798921, 144.963388 -37.798909)
LINESTRING (144.963388 -37.798909, 144.963374 -37.798908)
LINESTRING (144.963374 -37.798908, 144.963364 -37.798906)
LINESTRING (144.963364 -37.798906, 144.963297 -37.798919)
LINESTRING (144.963297 -37.798919, 144.963217 -37.798999)
LINESTRING (144.963217 -37.798999, 144.96316 -37.798984)
LINESTRING (144.96316 -37.798984, 144.963151 -37.79903)
LINESTRING (144.963207 -37.796979, 144.963217 -37.797032)
LINESTRING (144.963217 -37.797032, 144.963291 -37.797119)
LINESTRING (144.963291 -37.797119, 144.963312 -37.797182)
LINESTRING (144.963312 -37.797182, 144.963246 -37.797375)
LINESTRING (144.963246 -37.797375, 144.963234 -37.797448)
LINESTRING (144.963234 -37.797448, 144.963213 -37.797575)
LINESTRING (144.963213 -37.797575, 144.963182 -37.797756)
LINESTRING (144.963558 -37.797442, 144.963589 -37.797445)
LINESTRING (144.963589 -37.797445, 144.963778 -37.797464)
LINESTRING (144.963778 -37.797464, 144.963764 -37.797544)
LINESTRING (144.963764 -37.797544, 144.963762 -37.797556)
LINESTRING (144.963762 -37.797556, 144.963568 -37.797534)
LINESTRING (144.963568 -37.797534, 144.963574 -37.797501)
LINESTRING (144.963574 -37.797501, 144.963549 -37.797499)
LINESTRING (144.963549 -37.797499, 144.963558 -37.797442)
LINESTRING (144.959982 -37.796662, 144.959908 -37.797047)
LINESTRING (144.959908 -37.797047, 144.959896 -37.797113)
LINESTRING (144.959896 -37.797113, 144.959829 -37.797423)
LINESTRING (144.959829 -37.797423, 144.959796 -37.797599)
LINESTRING (144.959796 -37.797599, 144.959716 -37.797958)
LINESTRING (144.959716 -37.797958, 144.959677 -37.798131)
LINESTRING (144.959677 -37.798131, 144.959658 -37.798268)
LINESTRING (144.959658 -37.798268, 144.959643 -37.798377)
LINESTRING (144.959643 -37.798377, 144.959599 -37.798785)
LINESTRING (144.959599 -37.798785, 144.959535 -37.79884)
LINESTRING (144.959745 -37.794611, 144.959855 -37.794619)
LINESTRING (144.959855 -37.794619, 144.959866 -37.794622)
LINESTRING (144.959866 -37.794622, 144.95986 -37.794682)
LINESTRING (144.95986 -37.794682, 144.959718 -37.794671)
LINESTRING (144.959718 -37.794671, 144.959722 -37.794661)
LINESTRING (144.959722 -37.794661, 144.959723 -37.794646)
LINESTRING (144.959723 -37.794646, 144.959742 -37.794648)
LINESTRING (144.959742 -37.794648, 144.959745 -37.794611)
LINESTRING (144.961005 -37.79304, 144.961019 -37.793034)
LINESTRING (144.961019 -37.793034, 144.961033 -37.793038)
LINESTRING (144.961033 -37.793038, 144.961106 -37.793139)
LINESTRING (144.961106 -37.793139, 144.961114 -37.793149)
LINESTRING (144.961114 -37.793149, 144.961121 -37.793159)
LINESTRING (144.961121 -37.793159, 144.961294 -37.793398)
LINESTRING (144.961294 -37.793398, 144.961293 -37.793418)
LINESTRING (144.961293 -37.793418, 144.961284 -37.793434)
LINESTRING (144.961284 -37.793434, 144.96125 -37.793454)
LINESTRING (144.96125 -37.793454, 144.961182 -37.793484)
LINESTRING (144.961182 -37.793484, 144.961168 -37.793463)
LINESTRING (144.961168 -37.793463, 144.961242 -37.79343)
LINESTRING (144.961242 -37.79343, 144.961217 -37.793398)
LINESTRING (144.961217 -37.793398, 144.961254 -37.793384)
LINESTRING (144.961254 -37.793384, 144.961219 -37.79333)
LINESTRING (144.961219 -37.79333, 144.961183 -37.793346)
LINESTRING (144.961183 -37.793346, 144.961132 -37.793273)
LINESTRING (144.961132 -37.793273, 144.961175 -37.793253)
LINESTRING (144.961175 -37.793253, 144.961107 -37.793163)
LINESTRING (144.961107 -37.793163, 144.961068 -37.793184)
LINESTRING (144.961068 -37.793184, 144.961012 -37.793112)
LINESTRING (144.961012 -37.793112, 144.961044 -37.793099)
LINESTRING (144.961044 -37.793099, 144.961005 -37.79304)
LINESTRING (144.958986 -37.796132, 144.958967 -37.796438)
LINESTRING (144.958967 -37.796438, 144.958929 -37.796429)
LINESTRING (144.958929 -37.796429, 144.958884 -37.796451)
LINESTRING (144.958884 -37.796451, 144.958844 -37.79647)
LINESTRING (144.958844 -37.79647, 144.958808 -37.79649)
LINESTRING (144.958808 -37.79649, 144.958775 -37.796515)
LINESTRING (144.958775 -37.796515, 144.958753 -37.796538)
LINESTRING (144.958753 -37.796538, 144.958734 -37.796537)
LINESTRING (144.958734 -37.796537, 144.958707 -37.796769)
LINESTRING (144.958707 -37.796769, 144.958688 -37.796923)
LINESTRING (144.958688 -37.796923, 144.95873 -37.796928)
LINESTRING (144.95873 -37.796928, 144.958739 -37.796945)
LINESTRING (144.958739 -37.796945, 144.958756 -37.796971)
LINESTRING (144.958756 -37.796971, 144.958782 -37.796973)
LINESTRING (144.958782 -37.796973, 144.958784 -37.796953)
LINESTRING (144.958784 -37.796953, 144.958808 -37.796955)
LINESTRING (144.958808 -37.796955, 144.958803 -37.797005)
LINESTRING (144.958803 -37.797005, 144.95879 -37.797061)
LINESTRING (144.95879 -37.797061, 144.958787 -37.797084)
LINESTRING (144.958787 -37.797084, 144.958769 -37.797083)
LINESTRING (144.958769 -37.797083, 144.958767 -37.797094)
LINESTRING (144.958767 -37.797094, 144.958767 -37.7971)
LINESTRING (144.958767 -37.7971, 144.958761 -37.797153)
LINESTRING (144.958761 -37.797153, 144.95878 -37.797154)
LINESTRING (144.95878 -37.797154, 144.958798 -37.797155)
LINESTRING (144.958798 -37.797155, 144.95882 -37.797157)
LINESTRING (144.95882 -37.797157, 144.958852 -37.796919)
LINESTRING (144.958852 -37.796919, 144.95886 -37.796888)
LINESTRING (144.95886 -37.796888, 144.958833 -37.796886)
LINESTRING (144.958833 -37.796886, 144.958823 -37.796847)
LINESTRING (144.958823 -37.796847, 144.958822 -37.796832)
LINESTRING (144.958822 -37.796832, 144.958821 -37.796811)
LINESTRING (144.958821 -37.796811, 144.958822 -37.796792)
LINESTRING (144.958822 -37.796792, 144.958868 -37.796799)
LINESTRING (144.958868 -37.796799, 144.958871 -37.796791)
LINESTRING (144.958871 -37.796791, 144.958877 -37.796767)
LINESTRING (144.958877 -37.796767, 144.958887 -37.796735)
LINESTRING (144.958887 -37.796735, 144.958927 -37.796659)
LINESTRING (144.958927 -37.796659, 144.958881 -37.796643)
LINESTRING (144.958881 -37.796643, 144.9589 -37.796614)
LINESTRING (144.9589 -37.796614, 144.958932 -37.796581)
LINESTRING (144.958932 -37.796581, 144.958956 -37.796557)
LINESTRING (144.958956 -37.796557, 144.958987 -37.796526)
LINESTRING (144.958987 -37.796526, 144.959007 -37.796506)
LINESTRING (144.959007 -37.796506, 144.959021 -37.796299)
LINESTRING (144.959021 -37.796299, 144.959074 -37.796301)
LINESTRING (144.959074 -37.796301, 144.959081 -37.796269)
LINESTRING (144.959081 -37.796269, 144.959123 -37.796267)
LINESTRING (144.959123 -37.796267, 144.959069 -37.79625)
LINESTRING (144.959069 -37.79625, 144.959039 -37.796259)
LINESTRING (144.959039 -37.796259, 144.959017 -37.796258)
LINESTRING (144.959017 -37.796258, 144.959029 -37.796136)
LINESTRING (144.959029 -37.796136, 144.958986 -37.796132)
LINESTRING (144.958358 -37.79606, 144.958357 -37.796068)
LINESTRING (144.958357 -37.796068, 144.958338 -37.796248)
LINESTRING (144.958338 -37.796248, 144.958402 -37.796257)
LINESTRING (144.958402 -37.796257, 144.958423 -37.796122)
LINESTRING (144.958423 -37.796122, 144.958918 -37.796158)
LINESTRING (144.958918 -37.796158, 144.95892 -37.796125)
LINESTRING (144.95892 -37.796125, 144.958921 -37.796116)
LINESTRING (144.958921 -37.796116, 144.958694 -37.796094)
LINESTRING (144.958694 -37.796094, 144.958693 -37.796101)
LINESTRING (144.958693 -37.796101, 144.958692 -37.796108)
LINESTRING (144.958692 -37.796108, 144.95869 -37.796126)
LINESTRING (144.95869 -37.796126, 144.958601 -37.796117)
LINESTRING (144.958601 -37.796117, 144.958593 -37.796097)
LINESTRING (144.958593 -37.796097, 144.95859 -37.796091)
LINESTRING (144.95859 -37.796091, 144.958586 -37.796082)
LINESTRING (144.958586 -37.796082, 144.958358 -37.79606)
LINESTRING (144.961072 -37.799198, 144.961137 -37.799205)
LINESTRING (144.961137 -37.799205, 144.961256 -37.799218)
LINESTRING (144.961256 -37.799218, 144.96128 -37.799212)
LINESTRING (144.96128 -37.799212, 144.961328 -37.799216)
LINESTRING (144.942458 -37.807109, 144.942461 -37.807113)
LINESTRING (144.942461 -37.807113, 144.942497 -37.80716)
